team_name,model,task,test_score,test_score_std,primary_score,error,embedding_dim,embedding_secs,prediction_gpu_device_name,test_aucroc,test_mAP,test_d_prime,test_top1_acc,test_event_onset_200ms_fms,test_segment_1s_er,test_pitch_acc,test_chroma_acc,test_event_onset_50ms_fms,test_event_onset_offset_50ms_20perc_fms,test_segment_1s_er_error_rate
RedRice,efficient_latent,libricount-v1.0.0-hear2021-full,0.650874126,0.007534749086,test_top1_acc,,1408,22.89873314,A100-SXM4-40GB,,,,0.650874126,,,,,,,
NTU-GURA,hubert_xlarge,libricount-v1.0.0-hear2021-full,0.6458042026,0.01654385419,test_top1_acc,,1280,63.09525084,A100-SXM4-40GB,,,,0.6458042026,,,,,,,
MARL + Soundsensing,openl3_hear,libricount-v1.0.0-hear2021-full,0.6414335728,0.01199179619,test_top1_acc,,512,272.4509764,A100-SXM4-40GB,,,,0.6414335728,,,,,,,
NTU-GURA,cat_xwc,libricount-v1.0.0-hear2021-full,0.6389860153,0.02500062887,test_top1_acc,,3072,107.5701454,A100-SXM4-40GB,,,,0.6389860153,,,,,,,
NTU-GURA,avg_xwc,libricount-v1.0.0-hear2021-full,0.6309440613,0.008209337579,test_top1_acc,,1024,107.7030704,A100-SXM4-40GB,,,,0.6309440613,,,,,,,
NTU-GURA,cat_hubert_wav2vec2,libricount-v1.0.0-hear2021-full,0.627272737,0.01682096129,test_top1_acc,,2048,62.64295197,A100-SXM4-40GB,,,,0.627272737,,,,,,,
NTU-GURA,avg_hubert_wav2vec2,libricount-v1.0.0-hear2021-full,0.6227272749,0.03474912204,test_top1_acc,,1024,69.11648583,A100-SXM4-40GB,,,,0.6227272749,,,,,,,
NTU-GURA,avg_hubert_crepe,libricount-v1.0.0-hear2021-full,0.6223776102,0.01620083973,test_top1_acc,,1024,79.33555293,A100-SXM4-40GB,,,,0.6223776102,,,,,,,
Stellenbosch LSL,audio_dbert,libricount-v1.0.0-hear2021-full,0.5842657328,0.02046837388,test_top1_acc,,2048,25.31437993,A100-SXM4-40GB,,,,0.5842657328,,,,,,,
NTU-GURA,cat_wc,libricount-v1.0.0-hear2021-full,0.5694055915,0.01431808081,test_top1_acc,,2048,50.3367939,A100-SXM4-40GB,,,,0.5694055915,,,,,,,
Descript/MARL,wav2clip_hear,libricount-v1.0.0-hear2021-full,0.5276223779,0.01258561069,test_top1_acc,,512,11.06043839,A100-SXM4-40GB,,,,0.5276223779,,,,,,,
AMAAI Lab,wav2vec2_ddsp,libricount-v1.0.0-hear2021-full,0.5103146851,0.07894135002,test_top1_acc,,871,696.5830538,A100-SXM4-40GB,,,,0.5103146851,,,,,,,
HEAR,torchcrepe,libricount-v1.0.0-hear2021-full,0.4986014068,0.01189904445,test_top1_acc,,2048,23.50644994,A100-SXM4-40GB,,,,0.4986014068,,,,,,,
ibkuroyagi,hearline,libricount-v1.0.0-hear2021-full,0.4979021013,0.01463476156,test_top1_acc,,512,14.05645061,A100-SXM4-40GB,,,,0.4979021013,,,,,,,
UDONS,embed,libricount-v1.0.0-hear2021-full,0.487937063,0.006838318339,test_top1_acc,,768,25.82672763,A100-SXM4-40GB,,,,0.487937063,,,,,,,
ID56-SSL,kwmlp,libricount-v1.0.0-hear2021-full,0.4505244732,0.0117861313,test_top1_acc,,1024,11.73002934,A100-SXM4-40GB,,,,0.4505244732,,,,,,,
AMAAI,my_model,libricount-v1.0.0-hear2021-full,0.4318181813,0.1041751196,test_top1_acc,,768,18.28606105,A100-SXM4-40GB,,,,0.4318181813,,,,,,,
ID56-SSL,audiomlp,libricount-v1.0.0-hear2021-full,0.3664335668,0.01372961731,test_top1_acc,,1584,14.18323898,A100-SXM4-40GB,,,,0.3664335668,,,,,,,
NTU-GURA,fusion_wav2vec2,gunshot_triangulation-v1.0-full,0.9672619104,0.04141790013,test_top1_acc,,1024,0.5509917736,A100-SXM4-40GB,,,,0.9672619104,,,,,,,
MARL + Soundsensing,openl3_hear,gunshot_triangulation-v1.0-full,0.9494047676,0.07202544627,test_top1_acc,,512,6.887979507,A100-SXM4-40GB,,,,0.9494047676,,,,,,,
CP-JKU,base,gunshot_triangulation-v1.0-full,0.9404761876,0.07926581889,test_top1_acc,,1295,0.3996260166,A100-SXM4-40GB,,,,0.9404761876,,,,,,,
CP-JKU,base2level,gunshot_triangulation-v1.0-full,0.9404761876,0.07926581889,test_top1_acc,,1295,1.114095211,A100-SXM4-40GB,,,,0.9404761876,,,,,,,
CP-JKU,base2levelmel,gunshot_triangulation-v1.0-full,0.9404761876,0.07926581889,test_top1_acc,,1295,0.8510417938,A100-SXM4-40GB,,,,0.9404761876,,,,,,,
NTU-GURA,fusion_cat_xwc,gunshot_triangulation-v1.0-full,0.9345238124,0.06743113602,test_top1_acc,,3072,1.172029972,A100-SXM4-40GB,,,,0.9345238124,,,,,,,
ID56-SSL,kwmlp,gunshot_triangulation-v1.0-full,0.9315476247,0.08897100511,test_top1_acc,,1024,0.3276026249,A100-SXM4-40GB,,,,0.9315476247,,,,,,,
NTU-GURA,hubert_xlarge,gunshot_triangulation-v1.0-full,0.9315476162,0.07484000491,test_top1_acc,,1280,0.6778120995,A100-SXM4-40GB,,,,0.9315476162,,,,,,,
NTU-GURA,fusion_hubert_xlarge,gunshot_triangulation-v1.0-full,0.9285714286,0.1012488188,test_top1_acc,,1280,0.8225781918,A100-SXM4-40GB,,,,0.9285714286,,,,,,,
Descript/MARL,wav2clip_hear,gunshot_triangulation-v1.0-full,0.9285714286,0.1012488188,test_top1_acc,,512,0.2604255676,A100-SXM4-40GB,,,,0.9285714286,,,,,,,
NTU-GURA,fusion_cat_xwc_time,gunshot_triangulation-v1.0-full,0.9047619019,0.1696167545,test_top1_acc,,15360,1.527486086,A100-SXM4-40GB,,,,0.9047619019,,,,,,,
NTU-GURA,cat_xwc,gunshot_triangulation-v1.0-full,0.8809523923,0.1510544867,test_top1_acc,,3072,1.130930662,A100-SXM4-40GB,,,,0.8809523923,,,,,,,
RedRice,efficient_latent,gunshot_triangulation-v1.0-full,0.8779761876,0.09654669376,test_top1_acc,,1408,0.5200009346,A100-SXM4-40GB,,,,0.8779761876,,,,,,,
NTU-GURA,cat_hubert_wav2vec2,gunshot_triangulation-v1.0-full,0.8690476162,0.1585316296,test_top1_acc,,2048,2.020176649,A100-SXM4-40GB,,,,0.8690476162,,,,,,,
UDONS,embed,gunshot_triangulation-v1.0-full,0.8660714286,0.1074867742,test_top1_acc,,768,0.6629185677,A100-SXM4-40GB,,,,0.8660714286,,,,,,,
HEAR,torchcrepe,gunshot_triangulation-v1.0-full,0.8630952409,0.1843316982,test_top1_acc,,2048,1.022548199,A100-SXM4-40GB,,,,0.8630952409,,,,,,,
NTU-GURA,avg_xwc,gunshot_triangulation-v1.0-full,0.8571428571,0.1715552915,test_top1_acc,,1024,2.377066135,A100-SXM4-40GB,,,,0.8571428571,,,,,,,
AMAAI,my_model,gunshot_triangulation-v1.0-full,0.8571428571,0.149955911,test_top1_acc,,768,0.3026683331,A100-SXM4-40GB,,,,0.8571428571,,,,,,,
Logitech AI,serab_byols,gunshot_triangulation-v1.0-full,0.8571428571,0.1845558103,test_top1_acc,,2048,0.411039114,A100-SXM4-40GB,,,,0.8571428571,,,,,,,
HEAR,wav2vec2,gunshot_triangulation-v1.0-full,0.8482142942,0.133243392,test_top1_acc,,1024,0.5282714367,A100-SXM4-40GB,,,,0.8482142942,,,,,,,
NTU-GURA,avg_hubert_crepe,gunshot_triangulation-v1.0-full,0.8452380938,0.2473403466,test_top1_acc,,1024,1.361605406,A100-SXM4-40GB,,,,0.8452380938,,,,,,,
NTU-GURA,cat_wc,gunshot_triangulation-v1.0-full,0.8333333305,0.1734721682,test_top1_acc,,2048,0.8908474445,A100-SXM4-40GB,,,,0.8333333305,,,,,,,
Stellenbosch LSL,audio_dbert,gunshot_triangulation-v1.0-full,0.8095238124,0.2024976393,test_top1_acc,,2048,0.482956171,A100-SXM4-40GB,,,,0.8095238124,,,,,,,
NTU-GURA,avg_hubert_wav2vec2,gunshot_triangulation-v1.0-full,0.8095238081,0.2024976367,test_top1_acc,,1024,0.7477459908,A100-SXM4-40GB,,,,0.8095238081,,,,,,,
CVSSP,panns_hear,gunshot_triangulation-v1.0-full,0.797619049,0.2584549138,test_top1_acc,,2048,2.497428179,A100-SXM4-40GB,,,,0.797619049,,,,,,,
ID56-SSL,audiomlp,gunshot_triangulation-v1.0-full,0.7857142857,0.1790997445,test_top1_acc,,1584,0.9954750538,A100-SXM4-40GB,,,,0.7857142857,,,,,,,
Soundsensing,yamnet_hear,gunshot_triangulation-v1.0-full,0.7321428571,0.1314474873,test_top1_acc,,1024,4.937106371,A100-SXM4-40GB,,,,0.7321428571,,,,,,,
AMAAI Lab,wav2vec2_ddsp,gunshot_triangulation-v1.0-full,0.5833333305,0.2678791888,test_top1_acc,,871,3.985046625,A100-SXM4-40GB,,,,0.5833333305,,,,,,,
ibkuroyagi,hearline,gunshot_triangulation-v1.0-full,0.5178571429,0.2095204354,test_top1_acc,,512,1.066734314,A100-SXM4-40GB,,,,0.5178571429,,,,,,,
CP-JKU,base,fsd50k-v1.0-full,0.6400519013,,test_mAP,,1295,19897.86365,A100-SXM4-40GB,,0.6400519013,2.643309832,,,,,,,,
RedRice,efficient_latent,fsd50k-v1.0-full,0.6070509553,,test_mAP,,1408,1612.988762,A100-SXM4-40GB,,0.6070509553,2.53813982,,,,,,,,
CP-JKU,base2levelmel,fsd50k-v1.0-full,0.5577561259,,test_mAP,,1295,17480.62352,A100-SXM4-40GB,,0.5577561259,2.311744213,,,,,,,,
CP-JKU,base2level,fsd50k-v1.0-full,0.5369621515,,test_mAP,,1295,22677.67855,A100-SXM4-40GB,,0.5369621515,2.291706562,,,,,,,,
Logitech AI,serab_byols,fsd50k-v1.0-full,0.5087932348,,test_mAP,,2048,281.1000671,A100-SXM4-40GB,,0.5087932348,2.218065977,,,,,,,,
MARL + Soundsensing,openl3_hear,fsd50k-v1.0-full,0.4469626248,,test_mAP,,512,2472.587715,A100-SXM4-40GB,,0.4469626248,2.116596222,,,,,,,,
NTU-GURA,fusion_cat_xwc,fsd50k-v1.0-full,0.4196793735,,test_mAP,,3072,7295.843215,A100-SXM4-40GB,,0.4196793735,2.051661015,,,,,,,,
NTU-GURA,fusion_hubert_xlarge,fsd50k-v1.0-full,0.413207829,,test_mAP,,1280,4802.243757,A100-SXM4-40GB,,0.413207829,2.079288244,,,,,,,,
NTU-GURA,fusion_wav2vec2,fsd50k-v1.0-full,0.4028018713,,test_mAP,,1024,2479.105307,A100-SXM4-40GB,,0.4028018713,2.016943693,,,,,,,,
NTU-GURA,fusion_cat_xwc_time,fsd50k-v1.0-full,0.3741652369,,test_mAP,,15360,6745.62784,A100-SXM4-40GB,,0.3741652369,1.837851167,,,,,,,,
Descript/MARL,wav2clip_hear,fsd50k-v1.0-full,0.3617107272,,test_mAP,,512,1235.699781,A100-SXM4-40GB,,0.3617107272,1.980348468,,,,,,,,
NTU-GURA,cat_hubert_wav2vec2,fsd50k-v1.0-full,0.3225435615,,test_mAP,,2048,5304.569582,A100-SXM4-40GB,,0.3225435615,1.856675744,,,,,,,,
NTU-GURA,avg_hubert_wav2vec2,fsd50k-v1.0-full,0.3177062571,,test_mAP,,1024,4880.286878,A100-SXM4-40GB,,0.3177062571,1.867573619,,,,,,,,
NTU-GURA,cat_xwc,fsd50k-v1.0-full,0.3143544495,,test_mAP,,3072,7091.229557,A100-SXM4-40GB,,0.3143544495,1.846766233,,,,,,,,
NTU-GURA,hubert_xlarge,fsd50k-v1.0-full,0.3136335611,,test_mAP,,1280,3899.242755,A100-SXM4-40GB,,0.3136335611,1.857774854,,,,,,,,
AMAAI Lab,wav2vec2_ddsp,fsd50k-v1.0-full,0.2678304315,,test_mAP,,871,11039.6456,A100-SXM4-40GB,,0.2678304315,1.820109725,,,,,,,,
NTU-GURA,avg_xwc,fsd50k-v1.0-full,0.2635831535,,test_mAP,,1024,7036.267408,A100-SXM4-40GB,,0.2635831535,1.684205413,,,,,,,,
Stellenbosch LSL,audio_dbert,fsd50k-v1.0-full,0.2634900212,,test_mAP,,2048,2404.03747,A100-SXM4-40GB,,0.2634900212,1.647295713,,,,,,,,
NTU-GURA,avg_hubert_crepe,fsd50k-v1.0-full,0.2527680695,,test_mAP,,1024,5155.350967,A100-SXM4-40GB,,0.2527680695,1.682909489,,,,,,,,
NTU-GURA,cat_wc,fsd50k-v1.0-full,0.2093197107,,test_mAP,,2048,2608.763043,A100-SXM4-40GB,,0.2093197107,1.478753924,,,,,,,,
AMAAI,my_model,fsd50k-v1.0-full,0.1980295628,,test_mAP,,768,885.5152791,A100-SXM4-40GB,,0.1980295628,1.66640377,,,,,,,,
ID56-SSL,kwmlp,fsd50k-v1.0-full,0.1867990792,,test_mAP,,1024,1473.821812,A100-SXM4-40GB,,0.1867990792,1.511278629,,,,,,,,
ibkuroyagi,hearline,fsd50k-v1.0-full,0.1780913174,,test_mAP,,512,1645.455321,A100-SXM4-40GB,,0.1780913174,1.39906621,,,,,,,,
HEAR,torchcrepe,fsd50k-v1.0-full,0.1592704058,,test_mAP,,2048,413.550015,A100-SXM4-40GB,,0.1592704058,1.45629251,,,,,,,,
HEAR,wav2vec2,fsd50k-v1.0-full,0.1163954884,,test_mAP,,1024,2628.409775,A100-SXM4-40GB,,0.1163954884,0.775048852,,,,,,,,
ID56-SSL,audiomlp,fsd50k-v1.0-full,0.0862403214,,test_mAP,,1584,1041.74085,A100-SXM4-40GB,,0.0862403214,0.9809460044,,,,,,,,
CVSSP,panns_hear,fsd50k-v1.0-full,,,test_mAP,Model exception during embedding,,,,,,,,,,,,,,
UDONS,embed,fsd50k-v1.0-full,,,test_mAP,Model exception during embedding,,,,,,,,,,,,,,
Soundsensing,yamnet_hear,fsd50k-v1.0-full,,,test_mAP,NaN in embeddings,,,,,,,,,,,,,,
CP-JKU,base,esc50-v2.0.0-full,0.9474999905,0.004999995232,test_top1_acc,,1295,14.12934136,A100-SXM4-40GB,,,,0.9474999905,,,,,,,
CP-JKU,base2level,esc50-v2.0.0-full,0.9474999905,0.004999995232,test_top1_acc,,1295,14.19416952,A100-SXM4-40GB,,,,0.9474999905,,,,,,,
CP-JKU,base2levelmel,esc50-v2.0.0-full,0.9474999905,0.004999995232,test_top1_acc,,1295,13.82347441,A100-SXM4-40GB,,,,0.9474999905,,,,,,,
RedRice,efficient_latent,esc50-v2.0.0-full,0.9345000029,0.01429596482,test_top1_acc,,1408,6.236679077,A100-SXM4-40GB,,,,0.9345000029,,,,,,,
CVSSP,panns_hear,esc50-v2.0.0-full,0.9085000038,0.01900658869,test_top1_acc,,2048,9.128854513,A100-SXM4-40GB,,,,0.9085000038,,,,,,,
Soundsensing,yamnet_hear,esc50-v2.0.0-full,0.8375,0.01879163427,test_top1_acc,,1024,24.88059497,A100-SXM4-40GB,,,,0.8375,,,,,,,
Logitech AI,serab_byols,esc50-v2.0.0-full,0.8049999952,0.02061553377,test_top1_acc,,2048,7.394893885,A100-SXM4-40GB,,,,0.8049999952,,,,,,,
Descript/MARL,wav2clip_hear,esc50-v2.0.0-full,0.7589999914,0.01376134582,test_top1_acc,,512,5.987656355,A100-SXM4-40GB,,,,0.7589999914,,,,,,,
MARL + Soundsensing,openl3_hear,esc50-v2.0.0-full,0.7505000114,0.0289071757,test_top1_acc,,512,91.81844306,A100-SXM4-40GB,,,,0.7505000114,,,,,,,
NTU-GURA,fusion_hubert_xlarge,esc50-v2.0.0-full,0.7434999943,0.02267983231,test_top1_acc,,1280,22.44629836,A100-SXM4-40GB,,,,0.7434999943,,,,,,,
NTU-GURA,fusion_cat_xwc,esc50-v2.0.0-full,0.7335000038,0.01825170791,test_top1_acc,,3072,38.06672645,A100-SXM4-40GB,,,,0.7335000038,,,,,,,
NTU-GURA,fusion_wav2vec2,esc50-v2.0.0-full,0.6950000048,0.0194454371,test_top1_acc,,1024,12.60668921,A100-SXM4-40GB,,,,0.6950000048,,,,,,,
NTU-GURA,fusion_cat_xwc_time,esc50-v2.0.0-full,0.6534999967,0.02288559441,test_top1_acc,,15360,41.95537066,A100-SXM4-40GB,,,,0.6534999967,,,,,,,
NTU-GURA,hubert_xlarge,esc50-v2.0.0-full,0.6034999967,0.04244848914,test_top1_acc,,1280,22.20639062,A100-SXM4-40GB,,,,0.6034999967,,,,,,,
NTU-GURA,avg_hubert_wav2vec2,esc50-v2.0.0-full,0.586500001,0.03165241043,test_top1_acc,,1024,21.98101807,A100-SXM4-40GB,,,,0.586500001,,,,,,,
NTU-GURA,cat_hubert_wav2vec2,esc50-v2.0.0-full,0.5859999895,0.01941327624,test_top1_acc,,2048,23.50309443,A100-SXM4-40GB,,,,0.5859999895,,,,,,,
HEAR,wav2vec2,esc50-v2.0.0-full,0.5610000014,0.01024694099,test_top1_acc,,1024,13.7396872,A100-SXM4-40GB,,,,0.5610000014,,,,,,,
Stellenbosch LSL,audio_dbert,esc50-v2.0.0-full,0.5315000057,0.03939383569,test_top1_acc,,2048,9.065181255,A100-SXM4-40GB,,,,0.5315000057,,,,,,,
NTU-GURA,cat_xwc,esc50-v2.0.0-full,0.5110000074,0.03421440401,test_top1_acc,,3072,42.01902533,A100-SXM4-40GB,,,,0.5110000074,,,,,,,
AMAAI,my_model,esc50-v2.0.0-full,0.5109999895,0.03851136683,test_top1_acc,,768,6.53548193,A100-SXM4-40GB,,,,0.5109999895,,,,,,,
NTU-GURA,avg_xwc,esc50-v2.0.0-full,0.4495000005,0.04385344103,test_top1_acc,,1024,37.54337311,A100-SXM4-40GB,,,,0.4495000005,,,,,,,
NTU-GURA,avg_hubert_crepe,esc50-v2.0.0-full,0.436500001,0.03489269513,test_top1_acc,,1024,27.80063415,A100-SXM4-40GB,,,,0.436500001,,,,,,,
ibkuroyagi,hearline,esc50-v2.0.0-full,0.4244999945,0.04483999558,test_top1_acc,,512,5.052965879,A100-SXM4-40GB,,,,0.4244999945,,,,,,,
UDONS,embed,esc50-v2.0.0-full,0.401000005,0.03895510585,test_top1_acc,,768,9.359147787,A100-SXM4-40GB,,,,0.401000005,,,,,,,
ID56-SSL,kwmlp,esc50-v2.0.0-full,0.3674999952,0.01530930968,test_top1_acc,,1024,4.163642883,A100-SXM4-40GB,,,,0.3674999952,,,,,,,
NTU-GURA,cat_wc,esc50-v2.0.0-full,0.3429999948,0.03739150655,test_top1_acc,,2048,17.59014869,A100-SXM4-40GB,,,,0.3429999948,,,,,,,
HEAR,torchcrepe,esc50-v2.0.0-full,0.3004999995,0.02885308111,test_top1_acc,,2048,8.448065758,A100-SXM4-40GB,,,,0.3004999995,,,,,,,
AMAAI Lab,wav2vec2_ddsp,esc50-v2.0.0-full,0.2795000046,0.03962323008,test_top1_acc,,871,246.7792256,A100-SXM4-40GB,,,,0.2795000046,,,,,,,
ID56-SSL,audiomlp,esc50-v2.0.0-full,0.1605000019,0.01242477498,test_top1_acc,,1584,5.247541904,A100-SXM4-40GB,,,,0.1605000019,,,,,,,
CP-JKU,base2levelmel,dcase2016_task2-hear2021-full,0.925373137,,test_event_onset_200ms_fms,,3358,,,,,,,0.925373137,0.09934497625,,,,,
CP-JKU,base2level,dcase2016_task2-hear2021-full,0.9131832719,,test_event_onset_200ms_fms,,2590,,,,,,,0.9131832719,0.1015283838,,,,,
MARL + Soundsensing,openl3_hear,dcase2016_task2-hear2021-full,0.8327796459,,test_event_onset_200ms_fms,,512,,,,,,,0.8327796459,0.1735807806,,,,,
NTU-GURA,fusion_cat_xwc,dcase2016_task2-hear2021-full,0.826040566,,test_event_onset_200ms_fms,,3072,,,,,,,0.826040566,0.1451965123,,,,,
NTU-GURA,fusion_cat_xwc_time,dcase2016_task2-hear2021-full,0.826040566,,test_event_onset_200ms_fms,,3072,,,,,,,0.826040566,0.1451965123,,,,,
NTU-GURA,fusion_hubert_xlarge,dcase2016_task2-hear2021-full,0.8259459734,,test_event_onset_200ms_fms,,1280,,Tesla V100-SXM2-16GB,,,,,0.8259459734,0.1495633125,,,,,
NTU-GURA,fusion_wav2vec2,dcase2016_task2-hear2021-full,0.7983104587,,test_event_onset_200ms_fms,,1024,,,,,,,0.7983104587,0.1626637578,,,,,
RedRice,efficient_latent,dcase2016_task2-hear2021-full,0.7900677323,,test_event_onset_200ms_fms,,1408,,Tesla V100-SXM2-16GB,,,,,0.7900677323,0.2314410508,,,,,
CP-JKU,base,dcase2016_task2-hear2021-full,0.7879418135,,test_event_onset_200ms_fms,,1295,,,,,,,0.7879418135,0.1932314187,,,,,
NTU-GURA,cat_xwc,dcase2016_task2-hear2021-full,0.680803597,,test_event_onset_200ms_fms,,3072,,,,,,,0.680803597,0.2871178985,,,,,
UDONS,embed,dcase2016_task2-hear2021-full,0.668156445,,test_event_onset_200ms_fms,,768,,,,,,,0.668156445,0.3100436628,,,,,
HEAR,wav2vec2,dcase2016_task2-hear2021-full,0.6629955769,,test_event_onset_200ms_fms,,1024,,,,,,,0.6629955769,0.2663755417,,,,,
Logitech AI,serab_byols,dcase2016_task2-hear2021-full,0.6421319842,,test_event_onset_200ms_fms,,2048,,,,,,,0.6421319842,0.382096082,,,,,
NTU-GURA,avg_xwc,dcase2016_task2-hear2021-full,0.6236323714,,test_event_onset_200ms_fms,,1024,,,,,,,0.6236323714,0.3329694271,,,,,
NTU-GURA,avg_hubert_crepe,dcase2016_task2-hear2021-full,0.610360384,,test_event_onset_200ms_fms,,1024,,Tesla V100-SXM2-16GB,,,,,0.610360384,0.3373362422,,,,,
NTU-GURA,cat_wc,dcase2016_task2-hear2021-full,0.585480094,,test_event_onset_200ms_fms,,2048,,,,,,,0.585480094,0.391921401,,,,,
NTU-GURA,hubert_xlarge,dcase2016_task2-hear2021-full,0.5841121674,,test_event_onset_200ms_fms,,1280,,,,,,,0.5841121674,0.3941048086,,,,,
ID56-SSL,kwmlp,dcase2016_task2-hear2021-full,0.5179487467,,test_event_onset_200ms_fms,,64,,,,,,,0.5179487467,0.5272925496,,,,,
AMAAI,my_model,dcase2016_task2-hear2021-full,0.5097588897,,test_event_onset_200ms_fms,,768,,,,,,,0.5097588897,0.4628821015,,,,,
AMAAI Lab,wav2vec2_ddsp,dcase2016_task2-hear2021-full,0.5070093274,,test_event_onset_200ms_fms,,871,,,,,,,0.5070093274,0.5021833777,,,,,
HEAR,torchcrepe,dcase2016_task2-hear2021-full,0.5037037134,,test_event_onset_200ms_fms,,2048,,,,,,,0.5037037134,0.4934498072,,,,,
NTU-GURA,cat_hubert_wav2vec2,dcase2016_task2-hear2021-full,0.4524421692,,test_event_onset_200ms_fms,,2048,,,,,,,0.4524421692,0.5742357969,,,,,
NTU-GURA,avg_hubert_wav2vec2,dcase2016_task2-hear2021-full,0.4169986844,,test_event_onset_200ms_fms,,1024,,,,,,,0.4169986844,0.5818777084,,,,,
Stellenbosch LSL,audio_dbert,dcase2016_task2-hear2021-full,0.2462006211,,test_event_onset_200ms_fms,,2048,,,,,,,0.2462006211,0.7467249036,,,,,
ID56-SSL,audiomlp,dcase2016_task2-hear2021-full,0.0522496365,,test_event_onset_200ms_fms,,8,,,,,,,0.0522496365,0.9650654793,,,,,
Soundsensing,yamnet_hear,dcase2016_task2-hear2021-full,0.008316008374,,test_event_onset_200ms_fms,,1024,,,,,,,0.008316008374,1.003275156,,,,,
CVSSP,panns_hear,dcase2016_task2-hear2021-full,0,,test_event_onset_200ms_fms,,2048,,Tesla V100-SXM2-16GB,,,,,0,1,,,,,
Descript/MARL,wav2clip_hear,dcase2016_task2-hear2021-full,0,,test_event_onset_200ms_fms,,512,,Tesla V100-SXM2-16GB,,,,,0,1,,,,,
ibkuroyagi,hearline,dcase2016_task2-hear2021-full,,,test_event_onset_200ms_fms,>= 16GB V100 GPU memory to embed,,,,,,,,,,,,,,
MARL + Soundsensing,openl3_hear,beijing_opera-v1.0-hear2021-full,0.9745567441,0.03497505794,test_top1_acc,,512,15.24196625,A100-SXM4-40GB,,,,0.9745567441,,,,,,,
NTU-GURA,fusion_cat_xwc,beijing_opera-v1.0-hear2021-full,0.9660461068,0.0441525814,test_top1_acc,,3072,4.517603636,A100-SXM4-40GB,,,,0.9660461068,,,,,,,
CP-JKU,base,beijing_opera-v1.0-hear2021-full,0.9659574509,0.03560255008,test_top1_acc,,1295,1.921561956,A100-SXM4-40GB,,,,0.9659574509,,,,,,,
CP-JKU,base2level,beijing_opera-v1.0-hear2021-full,0.9659574509,0.03560255008,test_top1_acc,,1295,1.931191206,A100-SXM4-40GB,,,,0.9659574509,,,,,,,
CP-JKU,base2levelmel,beijing_opera-v1.0-hear2021-full,0.9659574509,0.03560255008,test_top1_acc,,1295,2.17731905,A100-SXM4-40GB,,,,0.9659574509,,,,,,,
NTU-GURA,fusion_cat_xwc_time,beijing_opera-v1.0-hear2021-full,0.9617907882,0.02338897165,test_top1_acc,,15360,4.56708765,A100-SXM4-40GB,,,,0.9617907882,,,,,,,
RedRice,efficient_latent,beijing_opera-v1.0-hear2021-full,0.9534574509,0.03138410285,test_top1_acc,,1408,0.881714344,A100-SXM4-40GB,,,,0.9534574509,,,,,,,
Logitech AI,serab_byols,beijing_opera-v1.0-hear2021-full,0.9532801509,0.07124510142,test_top1_acc,,2048,0.9574959278,A100-SXM4-40GB,,,,0.9532801509,,,,,,,
NTU-GURA,fusion_hubert_xlarge,beijing_opera-v1.0-hear2021-full,0.9492907882,0.04111792806,test_top1_acc,,1280,3.370242596,A100-SXM4-40GB,,,,0.9492907882,,,,,,,
NTU-GURA,fusion_wav2vec2,beijing_opera-v1.0-hear2021-full,0.9448581576,0.05129753906,test_top1_acc,,1024,1.513314724,A100-SXM4-40GB,,,,0.9448581576,,,,,,,
NTU-GURA,avg_xwc,beijing_opera-v1.0-hear2021-full,0.9447695136,0.05755211934,test_top1_acc,,1024,4.468280315,A100-SXM4-40GB,,,,0.9447695136,,,,,,,
NTU-GURA,hubert_xlarge,beijing_opera-v1.0-hear2021-full,0.9446808577,0.04661468019,test_top1_acc,,1280,2.649218798,A100-SXM4-40GB,,,,0.9446808577,,,,,,,
NTU-GURA,avg_hubert_wav2vec2,beijing_opera-v1.0-hear2021-full,0.940514195,0.04103039462,test_top1_acc,,1024,2.595877647,A100-SXM4-40GB,,,,0.940514195,,,,,,,
Soundsensing,yamnet_hear,beijing_opera-v1.0-hear2021-full,0.940514195,0.06460113842,test_top1_acc,,1024,6.727377176,A100-SXM4-40GB,,,,0.940514195,,,,,,,
NTU-GURA,cat_xwc,beijing_opera-v1.0-hear2021-full,0.9363475204,0.03698199942,test_top1_acc,,3072,5.280609608,A100-SXM4-40GB,,,,0.9363475204,,,,,,,
Descript/MARL,wav2clip_hear,beijing_opera-v1.0-hear2021-full,0.9363475204,0.06025890286,test_top1_acc,,512,0.6276285648,A100-SXM4-40GB,,,,0.9363475204,,,,,,,
NTU-GURA,cat_hubert_wav2vec2,beijing_opera-v1.0-hear2021-full,0.9362588763,0.02623949142,test_top1_acc,,2048,2.778927565,A100-SXM4-40GB,,,,0.9362588763,,,,,,,
NTU-GURA,avg_hubert_crepe,beijing_opera-v1.0-hear2021-full,0.9322695136,0.03132833228,test_top1_acc,,1024,3.325276136,A100-SXM4-40GB,,,,0.9322695136,,,,,,,
HEAR,torchcrepe,beijing_opera-v1.0-hear2021-full,0.928102839,0.04370171824,test_top1_acc,,2048,1.397812605,A100-SXM4-40GB,,,,0.928102839,,,,,,,
ibkuroyagi,hearline,beijing_opera-v1.0-hear2021-full,0.928102839,0.04370171824,test_top1_acc,,512,1.357557535,A100-SXM4-40GB,,,,0.928102839,,,,,,,
UDONS,embed,beijing_opera-v1.0-hear2021-full,0.927925539,0.0243826525,test_top1_acc,,768,1.218287706,A100-SXM4-40GB,,,,0.927925539,,,,,,,
